,id,title,abstract,study-type,author,author_type,year,venue,venue_type,link,reference,objective,artifacts
91,S92,Influence of Developer Factors on Code Quality: A Data Study,"Automatic source-code inspection tools help to assess, monitor and improve code quality. Since these tools only examine the software project's codebase, they overlook other possible factors that may impact code quality and the assessment of the technical debt (TD). Our initial hypothesis is that human factors associated with the software developers, like coding expertise, communication skills, and experience in the project have some measurable impact on the code quality. In this exploratory study, we test this hypothesis on two large open source repositories, using TD as a code quality metric and the data that may be inferred from the version control systems. The preliminary results of our statistical analysis suggest that the level of participation of the developers and their experience in the project have a positive correlation with the amount of TD that they introduce. On the contrary, communication skills have barely any impact on TD.",Use,"Maria Jose Salamea
Carles Farre",Academia,"2,019.00","International Conference on Software Quality, Reliability and Security Companion",Conference,http://doi.org/10.1109/QRS-C.2019.00035,"@inproceedings{Salamea_2019,
	doi = {10.1109/qrs-c.2019.00035},
	url = {https://doi.org/10.1109%2Fqrs-c.2019.00035},
	year = 2019,
	month = {jul},
	publisher = {{IEEE}},
	author = {Maria Jose Salamea and Carles Farre},
	title = {Influence of Developer Factors on Code Quality: A Data Study},
	booktitle = {2019 {IEEE} 19th International Conference on Software Quality, Reliability and Security Companion ({QRS}-C)}
}","Our initial hypothesis is that human
factors associated with the software developers, like coding
expertise, communication skills, and experience in the project
have some measurable impact on the code quality. In this
exploratory study, we test this hypothesis on two large open
source repositories, using TD as a code quality metric and the
data that may be inferred from the version control systems.",SonarQube
92,S93,Improving Code Smell Predictions in Continuous Integration by Differentiating Organic from Cumulative Measures,"Continuous integration and deployment are enablers of quick innovation cycles of software and systems through incremental releases of a product within short periods of time. If software qualities can be predicted for the next release, quality managers can plan ahead with resource allocation for concerning issues. Cumulative metrics are observed to have much higher correlation coefficients Compared to non-cumulative metrics. Given the difference in correlation coefficients of cumulative and noncumulative metrics, this study investigates the difference between metrics of these two categories concerning the correctness of predicting code smell which is internal software quality. This study considers 12 metrics from each measurement category, and 35 code smells collected from 36,217 software revisions (commits) of 242 open source Java projects. We build 8,190 predictive models and evaluate them to determine how measurement categories of predictors and targets affect model accuracies predicting code smells. To further validate our approach, we Compared our results with Principal Component Analysis (PCA), a statistical procedure for dimensionality reduction. Results of the study show that within the context of continuous integration, non-cumulative metrics as predictors build better predictive models with respect to model accuracy Compared to cumulative metrics. When the results are Compared with models built from extracted PCA components, we found better results using our approach.",Use,,Academia,"2,019.00",International Conference on Advances and Trends in Software Engineering,Conference,,"@inproceedings{Mamun2019,
author = {Mamun, Md Abdullah and Staron, Miroslaw and Berger, Christian and Hebig, Regina and Hansson, Jörgen},
year = {2019},
month = {03},
pages = {},
title = {Improving Code Smell Predictions in Continuous Integration by Differentiating Organic from Cumulative Measures}
}",,SpotBugs
93,S94,Quality-Driven Detection and Resolution of Metamodel Smells,"In model-driven engineering, analogously to any software development practice, metamodel design must be accurate and performed by considering relevant quality factors, including maintainability, reusability, and understandability. The quality of metamodels might be compromised by the introduction of smells that can be the result of inappropriate design decisions. Detecting and resolving metamodel smells are a complex task. The existing approaches deal with this problem by supporting the identification and resolution of smells without providing the means to explicitly trace them with the quality attributes that can be potentially affected. In this paper, we present an approach to defining extensible catalogues of metamodel smells. Each smell can be linked to the corresponding quality attributes. Such links are exploited to automatically select only those smells that have to be necessarily resolved for enhancing the quality factors that are of interest for the modeler. The implementation of the approach is based on the Edelta language, and it has been validated on a corpus of metamodels retrieved from a publicly available repository.",Propose,,Academia,"2,019.00",IEEE Access,Journal,,"@ARTICLE{8632659,  author={Bettini, Lorenzo and Di Ruscio, Davide and Iovino, Ludovico and Pierantonio, Alfonso},  journal={IEEE Access},   title={Quality-Driven Detection and Resolution of Metamodel Smells},   year={2019},  volume={7},  number={},  pages={16364-16376},  doi={10.1109/ACCESS.2019.2891357}}",,
94,S95,Toward a smell-aware bug prediction model,"Code smells are symptoms of poor design and implementation choices. Previous studies empirically assessed the impact of smells on code quality and clearly indicate their negative impact on maintainability, including a higher bug-proneness of components affected by code smells. In this paper, we capture previous findings on bug-proneness to build a specialized bug prediction model for smelly classes. Specifically, we evaluate the contribution of a measure of the severity of code smells (i.e., code smell intensity) by adding it to existing bug prediction models based on both product and process metrics, and comparing the results of the new model against the baseline models. Results indicate that the accuracy of a bug prediction model increases by adding the code smell intensity as predictor. We also Compare the results achieved by the Proposed model with the ones of an alternative technique which considers metrics about the history of code smells in files, finding that our model works generally better. However, we observed interesting complementarities between the set of buggy and smelly classes correctly classified by the two models. By evaluating the actual information gain provided by the intensity index with respect to the other metrics in the model, we found that the intensity index is a relevant feature for both product and process metrics-based models. At the same time, the metric counting the average number of code smells in previous versions of a class considered by the alternative model is also able to reduce the entropy of the model. On the basis of this result, we devise and evaluate a smell-aware combined bug prediction model that included product, process, and smell-related features. We demonstrate how such model classifies bug-prone code components with an F-Measure at least 13 percent higher than the existing state-of-the-art models.",Propose,,Academia,"2,019.00",IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,Journal,,"@ARTICLE{8097044,  author={Palomba, Fabio and Zanoni, Marco and Fontana, Francesca Arcelli and De Lucia, Andrea and Oliveto, Rocco},  journal={IEEE Transactions on Software Engineering},   title={Toward a Smell-Aware Bug Prediction Model},   year={2019},  volume={45},  number={2},  pages={194-218},  doi={10.1109/TSE.2017.2770122}}",,
95,S96,Overview of an Automated Framework to Measure and Track the Quality Level of a Product,"Product owners need to comprehend the product quality level, in a synthetic and intuitive way to facilitate the decision of accepting or rejecting the iteration. This article presents the basis of an automated framework to measure and monitor the quality level of a software product, within each iteration. This framework is based on the Product Quality Evaluation Method (PQEM), which was designed by the authors and it allows the evaluation of the quality characteristics of a software product, using the Goal-Question-Metric approach, the ISO/IEC 25010, ISO/IEC 25023, the extension made of test coverage concept to quality coverage applied to each quality characteristic, and technical debt and waste. Within the automated framework, the measurement is semi-automatic which is shown in the illustrative example. The development of the framework will begin shortly, and it is expected to carry on new measurements on new iterations of an application.",Cite,"Mariana Falco
Ezequiel Scott
Gabriela Robiolo",Academia,"2,020.00",Biennial Congress of Argentina,Conference,https://doi.org/10.1109/ARGENCON49523.2020.9505405,"@INPROCEEDINGS{Falco2020-vt,
  title           = ""Overview of an automated framework to measure and track
                     the quality level of a product"",
  booktitle       = ""2020 {IEEE} Congreso Bienal de Argentina ({ARGENCON})"",
  author          = ""Falco, Mariana and Scott, Ezequiel and Robiolo, Gabriela"",
  publisher       = ""IEEE"",
  month           =  dec,
  year            =  2020,
  conference      = ""2020 IEEE Congreso Bienal de Argentina (ARGENCON)"",
  location        = ""Resistencia, Argentina""
}","This
framework is based on the Product Quality Evaluation Method
(PQEM), which was designed by the authors and it allows the
evaluation of the quality characteristics of a software product,
using the Goal-Question-Metric approach, the ISO/IEC 25010,
ISO/IEC 25023, the extension made of test coverage concept
to quality coverage applied to each quality characteristic, and
technical debt and waste.","SonarQube
Sikuli
JMeter"
96,S97,Software Architecture Reconstruction via a Genetic Algorithm: Applying the Move Class Refactoring,"Modularity is one of the four key principles of software design and architecture. According to this principle, software should be organized into modules that are tightly linked internally (high cohesion), whereas at the same time as independent from other modules as possible (low coupling). However, in practice, this principle is violated due to poor architecting design decisions, lack of time, or coding shortcuts, leading to a phenomenon termed as architectural technical debt (ATD). To alleviate this problem (lack of architectural modularity), the most common solution is the application of a software refactoring, namely Move Class—i.e., moving classes (the core artifact in object-oriented systems) from one module to another. To identify Move Class refactoring opportunities, we employ a search-based optimization process, relying on optimization metrics, through which optimal moves are derived. Given the extensive search space required for applying a brute-force search strategy, in this paper, we Propose the Use of a genetic algorithm that re-arranges existing software classes into existing or new modules (software packages in Java, or folders in C++). To validate the Usefulness of the Proposed refactorings, we performed an industrial case study on three projects (from the Aviation, Healthcare, and Manufacturing application domains). The results of the study indicate that the Proposed architecture reconstruction is able to improve modularity, improving both coupling and cohesion. The obtained results can be Useful to practitioners through an open source tool; whereas at the same Cite, they open interesting future work directions.",Propose,"Theodoros Maikantis
Angeliki-Agathi Tsintzira
Apostolos Ampatzoglou
Elvira-Maria Ar-Vanitou
Alexander Chatzigeorgiou
Ioannis Stamelos
Stamatia Bibi
Ignatios Deligiannis",Academia,"2,020.00",Pan-Hellenic Conference on Informatics,Conference,https://doi.org/10.1145/3437120.3437292,"@INPROCEEDINGS{Maikantis2020-hr,
  title      = ""Software architecture reconstruction via a genetic algorithm:
                Applying the move class refactoring"",
  booktitle  = ""24th {Pan-Hellenic} Conference on Informatics"",
  author     = ""Maikantis, Theodoros and Tsintzira, Angeliki-Agathi and
                Ampatzoglou, Apostolos and Arvanitou, Elvira-Maria and
                Chatzigeorgiou, Alexander and Stamelos, Ioannis and Bibi,
                Stamatia and Deligiannis, Ignatios"",
  publisher  = ""ACM"",
  month      =  nov,
  year       =  2020,
  address    = ""New York, NY, USA"",
  conference = ""PCI 2020: 24th Pan-Hellenic Conference on Informatics"",
  location   = ""Athens Greece""
}","To alleviate this problem (lack of architectural modularity), the most common solution is the application of a software refactoring, namely Move Class—i.e., moving classes
(the core artifact in object-oriented systems) from one module to another. To identify Move Class refactoring opportunities, we employ a search-based optimization process, relying on optimization metrics, through which optimal moves are derived.",DeRecGEA
97,S98,On the Influence of UML Class Diagrams Refactoring on Code Debt: A Family of Replicated Empirical Studies,"Context: System modeling usually precedes coding activities during software development. Addressing model smells in the upfront can avoid their propagation to the source code. Technical debt (TD) affects several software development phases, including design, but little is still known about it at the modeling level. Goal: Investigate whether applying refactoring procedures in UML class diagrams improves the quality of the automatically generated code in terms of TD (code debt) reduction. Method: We perform three replications of an empirical study following the same protocol Used in the original study, but with variations on the: (1) round- trip engineering tool, (2) code issue identification tool, and (3) analyzed class diagram. Each study considered two sets of refactoring tasks. The first applied successive model refactoring sessions in a class diagram and analyzed their resulting automatically generated code. The second applied successive code refactoring sessions and analyzed their resulting automatically generated model. Results: There is a weak relationship between the analyzed model smells and code issues. Round-trip engineering tools influence the presence of code issues. Lastly, code issues identification tools mostly consider code formatting problems, in detriment of design issues smells. Conclusion: Results confirm the findings of the original study and motivate further investigation on the correspondence between model smells and code issues to prevent code debt at the model level.",Use,"Sávio Freire
Amanda Passos
Manoel Mendonça
Cláudio Sant’Anna
Rodrigo O. Spínola",Academia,"2,020.00",Euromicro Conference on Software Engineering and Advanced Applications,Conference,http://doi.org/10.1109/SEAA51224.2020.00064,"@INPROCEEDINGS{Freire2020-ch,
  title           = ""On the influence of {UML} class diagrams refactoring on
                     code debt: A family of replicated empirical studies"",
  booktitle       = ""2020 46th Euromicro Conference on Software Engineering and
                     Advanced Applications ({SEAA})"",
  author          = ""Freire, Savio and Passos, Amanda and Mendonca, Manoel and
                     Sant'Anna, Claudio and Spinola, Rodrigo O"",
  publisher       = ""IEEE"",
  month           =  aug,
  year            =  2020,
  conference      = ""2020 46th Euromicro Conference on Software Engineering and
                     Advanced Applications (SEAA)"",
  location        = ""Portoroz, Slovenia""
}
",,"SonarQube
PMD
Enterprise Architect
EMF Refactor"
98,S99,Piranha: Reducing Feature Flag Debt at Uber,"Feature flags are commonly Used in mobile app development and can introduce technical debt related to deleting their usage from the codebase. This can adversely affect the overall reliability of the apps and increase their maintenance complexity. Reducing this debt without imposing additional overheads on the developers necessitates the design of novel tools and automated workflows.In this paper, we describe the design and implementation of PIRANHA, an automated code refactoring tool which is Used to automatically generate differential revisions (a.k. a diffs) to delete code corresponding to stale feature flags. PIRANHA takes as input the name of the flag, expected treatment behavior, and the name of the flag’s author. It analyzes the ASTs of the program to generate appropriate refactorings which are packaged into a diff. The diffis assigned to the author of the flag for further processing, who can land it after performing any additional refactorings.We have implemented PIRANHA to delete code in Objective-C, Java, and Swift programs, and deployed it to handle stale flags in multiple Uber apps. We present our experiences with the deployment of PIRANHA from Dec 2017 to May 2019, including the following highlights: (a) generated code cleanup diffs for 1381 flags (17% of total flags), (b) 65% of the diffs landed without any changes, (c) over 85% of the generated diffs compile and pass tests successfully, (d) around 80% of the diffs affect more than one file, (e) developers process more than 88% of the generated diffs, (f) 75% of the generated diffs are processed within a week, and (g) PIRANHA diffs have been interacted with by~200 developers across Uber. Piranha is available as open source at https://github.com/uber/ piranha.CCS CONCEPTS• Software and its engineering → Software maintenance tools.",Propose,"Murali Krishna Ramanathan
Lazaro Clapp, Rajkishore Barik
Manu Sridharan",Both,"2,020.00",International Conference on Software Engineering: Software Engineering in Practice,Conference,https://doi.org/10.1145/3377813.3381350,"@INPROCEEDINGS{Ramanathan2020-xh,
  title      = ""Piranha"",
  booktitle  = ""Proceedings of the {ACM/IEEE} 42nd International Conference on
                Software Engineering: Software Engineering in Practice"",
  author     = ""Ramanathan, Murali Krishna and Clapp, Lazaro and Barik,
                Rajkishore and Sridharan, Manu"",
  publisher  = ""ACM"",
  month      =  jun,
  year       =  2020,
  address    = ""New York, NY, USA"",
  conference = ""ICSE '20: 42nd International Conference on Software Engineering"",
  location   = ""Seoul South Korea""
}","In this paper, we describe the design and implementation of
Piranha, an automated code refactoring tool which is Used to
automatically generate differential revisions (a.k.a diffs) to delete
code corresponding to stale feature flags.",Piranha
99,S100,Predicting technical debt from commit contents: reproduction and extension with automated feature selection,"Self-admitted technical debt refers to sub-optimal development solutions that are expressed in written code comments or commits. We reproduce and improve on a prior work by Yan et al. (2018) on detecting commits that introduce self-admitted technical debt. We Use multiple natural language processing methods: Bag-of-Words, topic modeling, and word embedding vectors. We study 5 open-source projects. Our NLP approach Uses logistic Lasso regression from Glmnet to automatically select best predictor words. A manually labeled dataset from prior work that identified self-admitted technical debt from code level commits serves as ground truth. Our approach achieves + 0.15 better area under the ROC curve performance than a prior work, when comparing only commit message features, and + 0.03 better result overall when replacing manually selected features with automatically selected words. In both cases, the improvement was statistically significant (p < 0.0001). Our work has four main contributions, which are comparing different NLP techniques for SATD detection, improved results over previous work, showing how to generate generalizable predictor words when using multiple repositories, and producing a list of words correlating with SATD. As a concrete result, we release a list of the predictor words that correlate positively with SATD, as well as our Used datasets and scripts to enable replication studies and to aid in the creation of future classifiers.",Propose,"Leevi Rantala
Mika Mantyl",Academia,"2,020.00",Software Quality Journal,Journal,https://doi.org/10.1007/s11219-020-09520-3,"@article{Rantala_2020,
	doi = {10.1007/s11219-020-09520-3},
	url = {https://doi.org/10.1007%2Fs11219-020-09520-3},
	year = 2020,
	month = {jul},
	publisher = {Springer Science and Business Media {LLC}},
	volume = {28},
	number = {4},
	pages = {1551--1579},
	author = {Leevi Rantala and Mika Mäntylä},
	title = {Predicting technical debt from commit contents: reproduction and extension with automated feature selection},
	journal = {Software Quality Journal}
}","We reproduce and improve on a prior work by Yan
et al. (2018) on detecting commits that introduce self-admitted technical debt. We Use
multiple natural language processing methods: Bag-of-Words, topic modeling, and word
embedding vectors.","SonarQube
Machine Learning Model"
100,S101,Does migrating a monolithic system to microservices decrease the technical debt?,"Background:
The migration from a monolithic system to microservices requires a deep refactoring of the system. Therefore, such a migration usually has a big economic impact and companies tend to postpone several activities during this process, mainly to speed up the migration itself, but also becaUse of the demand for releasing new features.

Objective:
We monitored the technical debt of an SME while it migrated from a legacy monolithic system to an ecosystem of microservices. Our goal was to analyze changes in the code technical debt before and after the migration to microservices.

Method:
We conducted a case study analyzing more than four years of the history of a twelve-year-old project (280K Lines of Code) where two teams extracted five business processes from the monolithic system as microservices. For the study, we first analyzed the technical debt with SonarQube and then performed a qualitative study with company members to understand the perceived quality of the system and the motivation for possibly postponed activities.

Results:
The migration to microservices helped to reduce the technical debt in the long run. Despite an initial spike in the technical debt due to the development of the new microservice, after a relatively short period of time the technical debt tended to grow slower than in the monolithic system.",Use,"Valentina Lenarduzzi
Francesco Lomio
Nyyti Saarimäki
Davide Taibi",Academia,"2,020.00",The Journal of Systems and Software,Journal,https://doi.org/10.1016/j.jss.2020.110710,"@article{Lenarduzzi_2020,
	doi = {10.1016/j.jss.2020.110710},
	url = {https://doi.org/10.1016%2Fj.jss.2020.110710},
	year = 2020,
	month = {nov},
	publisher = {Elsevier {BV}},
	volume = {169},
	pages = {110710},
	author = {Valentina Lenarduzzi and Francesco Lomio and Nyyti Saarimäki and Davide Taibi},
	title = {Does migrating a monolithic system to microservices decrease the technical debt?},
	journal = {Journal of Systems and Software}
}","We monitored the technical debt of an SME while it migrated from a legacy monolithic
system to an ecosystem of microservices. Our goal was to analyze changes in the code technical debt before and after the migration to microservices.","CAST Software
Coverity Scan
SQUORE
Designite
SonarQube"
101,S102,"Software Archinaut: A Tool to Understand Architecture, Identify Technical Debt Hotspots and Manage Evolution","In this paper we present Software Archinaut--a tool Used to help
identify technical debt hotspots in an architecture, and manage the
evolution of the architecture once these hotspots are discovered.
Archinaut is a platform that integrates analyses from different tools.
It supports three main usage scenarios: 1) understanding the
architecture, 2) identifying technical debt hotspots, and 3)
monitoring and controlling the evolution of the architecture. We
illustrate these scenarios by using Apache Kafka as an example.",Propose,"Humberto Cervantes
Rick Kazman",Academia,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388633,"@inproceedings{Cervantes_2020,
	doi = {10.1145/3387906.3388633},
	url = {https://doi.org/10.1145%2F3387906.3388633},
	year = 2020,
	month = {jun},
	publisher = {{ACM}},
	author = {Humberto Cervantes and Rick Kazman},
	title = {Software archinaut},
	booktitle = {Proceedings of the 3rd International Conference on Technical Debt}
}","In this paper we present Software Archinaut--a tool Used to help
identify technical debt hotspots in an architecture, and manage the
evolution of the architecture once these hotspots are discovered.","Software Archinaut
Depends
Designite
SCC
GitLog
DV8
RMiner
SonarQube
Understand
Lattix
Structure 101
CodeScene"
102,S103,Are SonarQube Rules Inducing Bugs?,"The popularity of tools for analyzing Technical Debt, and particularly the popularity of SonarQube, is increasing rapidly. SonarQube Proposes a set of coding rules, which represent something wrong in the code that will soon be reflected in a fault or will increase maintenance effort. However, our local companies were not confident in the Usefulness of the rules Proposed by SonarQube and contracted us to investigate the fault-proneness of these rules. In this work we aim at understanding which SonarQube rules are actually fault-prone and to understand which machine learning models can be adopted to accurately identify fault-prone rules. We designed and conducted an empirical study on 21 well-known mature open-source projects. We applied the SZZ algorithm to label the fault-inducing commits. We analyzed the fault-proneness by comparing the classification power of seven machine learning models. Among the 202 rules defined for Java by SonarQube, only 25 can be considered to have relatively low fault-proneness. Moreover, violations considered as “bugs” by SonarQube were generally not fault-prone and, consequently, the fault-prediction power of the model Proposed by SonarQube is extremely low. The rules applied by SonarQube for calculating technical debt should be thoroughly investigated and their harmfulness needs to be further confirmed. Therefore, companies should carefully consider which rules they really need to apply, especially if their goal is to reduce fault-proneness.",Use,"Valentina Lenarduzzi
Francesco Lomio
Heikki Huttunen
Davide Taibi",Academia,"2,020.00","International Conference on Software Analysis, Evolution and Reengineering",Conference,http://doi.org/10.1109/SANER48275.2020.9054821,"@INPROCEEDINGS{Lenarduzzi2020-dh,
  title           = ""Are {SonarQube} Rules Inducing Bugs?"",
  booktitle       = ""2020 {IEEE} 27th International Conference on Software
                     Analysis, Evolution and Reengineering ({SANER})"",
  author          = ""Lenarduzzi, Valentina and Lomio, Francesco and Huttunen,
                     Heikki and Taibi, Davide"",
  publisher       = ""IEEE"",
  month           =  feb,
  year            =  2020,
  copyright       = ""https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html"",
  conference      = ""2020 IEEE 27th International Conference on Software
                     Analysis, Evolution and Reengineering (SANER)"",
  location        = ""London, ON, Canada""
}","In this work we aim at understanding which SonarQube rules are
actually fault-prone and to understand which machine learning
models can be adopted to accurately identify fault-prone rules.",SonarQube
103,S104,On the Relationship between Self-Admitted Technical Debt Removals and Technical Debt Measures,"The technical debt (TD) in a software project refers to the adoption of an inadequate solution from its design to the source code. When developers admit the presence of technical debt in the source code, through comments or commit messages, it is called self-admitted technical debt (SATD). This aspect of TD has been the subject of numerous research studies, which have investigated its distribution, the impact on software quality, and removal. Therefore, this work focUses on the relationship between SATD and TD values. In particular, the study aims to Compare the admitted technical debt with respect to its objective measure. In fact, the trends of TD values during SATD removals have been studied. This was done thanks to the Use of an SATD dataset and their related removals in four open source projects. Instead, the SonarQube tool was Used to measure TD values. Thanks to this work, it turned out that SATD removals in a few cases correspond to an effective reduction of TD values, while in numerous cases, the classes indicated are removed.",Propose,"Lerina Aversano
Martina Iammarino
Mimmo Carapella
Andrea Del Vecchio
Laura Nardi",Academia,"2,020.00",Algorithms,Journal,http://doi.org/10.3390/a13070168,"@ARTICLE{Aversano2020-nx,
  title     = ""On the relationship between self-admitted technical debt
               removals and technical debt measures"",
  author    = ""Aversano, Lerina and Iammarino, Martina and Carapella, Mimmo and
               Vecchio, Andrea Del and Nardi, Laura"",
  journal   = ""Algorithms"",
  publisher = ""MDPI AG"",
  volume    =  13,
  number    =  7,
  pages     = ""168"",
  month     =  jul,
  year      =  2020,
  language  = ""en""
}
","Therefore, this work focUses on the
relationship between SATD and TD values.","SonarQube
CK"
104,S105,Evaluating the agreement among technical debt measurement tools: building an empirical benchmark of technical debt liabilities,"Software teams are often asked to deliver new features within strict deadlines leading developers to deliberately or inadvertently serve “not quite right code” compromising software quality and maintainability. This non-ideal state of software is efficiently captured by the Technical Debt (TD) metaphor, which reflects the additional effort that has to be spent to maintain software. Although several tools are available for assessing TD, each tool essentially checks software against a particular ruleset. The Use of different rulesets can often be beneficial as it leads to the identification of a wider set of problems; however, for the common usage scenario where developers or researchers rely on a single tool, diverse estimates of TD and the identification of different mitigation actions limits the credibility and applicability of the findings. The objective of this study is two-fold: First, we evaluate the degree of agreement among leading TD assessment tools. Second, we Propose a framework to capture the diversity of the examined tools with the aim of identifying few “reference assessments” (or class/file profiles) representing characteristic cases of classes/files with respect to their level of TD. By extracting sets of classes/files exhibiting similarity to a selected profile (e.g., that of high TD levels in all employed tools) we establish a basis that can be Used either for prioritization of maintenance activities or for training more sophisticated TD identification techniques. The Proposed framework is illustrated through a case study on fifty (50) open source projects and two programming languages (Java and JavaScript) employing three leading TD tools.",Compare,"Theodoros Amanatidis
Nikolaos Mittas
Athanasia Moschou
Alexander Chatzigeorgiou
Apostolos Ampatzoglou
Lefteris Angelis",Academia,"2,020.00",Empirical Software Engineering,Journal,https://doi.org/10.1007/s10664-020-09869-w,"@ARTICLE{Amanatidis2020-vo,
  title     = ""Evaluating the agreement among technical debt measurement tools:
               building an empirical benchmark of technical debt liabilities"",
  author    = ""Amanatidis, Theodoros and Mittas, Nikolaos and Moschou,
               Athanasia and Chatzigeorgiou, Alexander and Ampatzoglou,
               Apostolos and Angelis, Lefteris"",
  journal   = ""Empir. Softw. Eng."",
  publisher = ""Springer Science and Business Media LLC"",
  volume    =  25,
  number    =  5,
  pages     = ""4161--4204"",
  month     =  sep,
  year      =  2020,
  language  = ""en""
}","The objective of this study is two-fold: First, we evaluate the degree of agreement among leading TD assessment tools. Second, we Propose a framework to capture the diversity
of the examined tools with the aim of identifying few “reference assessments” (or class/file
profiles) representing characteristic cases of classes/files with respect to their level of TD.","AnaConDebt
CAST
CodeScene
DebtFlag
Debtgrep
DV8
Kiuwan
NDepend
SonarQube
Squore
TD-Tracker
TEDMA
VisminerTD"
105,S106,On Energy Debt: Managing Consumption on Evolving Software,"This paper introduces the concept of energy debt: a new metric, reflecting the implied cost in terms of energy consumption over time, of choosing a flawed implementation of a software system rather than a more robust, yet possibly time consuming, approach. A flawed implementation is considered to contain code smells, known to have a negative influence on the energy consumption.

Similar to technical debt, if energy debt is not properly addressed, it can accumulate an energy ""interest"". This interest will keep increasing as new versions of the software are released, and eventually reach a Cite where the interest will be higher than the initial energy debt. Addressing the issues/smells at such a Cite can remove energy debt, at the cost of having already consumed a significant amount of energy which can translate into high costs. We present all underlying concepts of energy debt, bridging the connection with the existing concept of technical debt and show how to compute the energy debt through a motivational example.",Cite,"Marco Couto
Daniel Maia
João Saraiva
Rui Pereira",Industry,"2,020.00",International Conference on Technical Debt,Conference,https://doi.org/10.1145/3387906.3388628,"@inproceedings{Couto_2020,
	doi = {10.1145/3387906.3388628},
	url = {https://doi.org/10.1145/3387906.3388628},
	year = 2020,
	month = {jun},
	publisher = {{ACM}},
	author = {Marco Couto and Daniel Maia and Jo{\~{a}}o Saraiva and Rui Pereira},
	title = {On energy debt},
	booktitle = {Proceedings of the 3rd International Conference on Technical Debt}
}","Similar to technical debt, if energy debt is not properly addressed, it can accumulate an energy “interest”. This interest will keep increasing as new versions of the software are released, and eventually reach a Cite where the interest will be higher than the initial en-
ergy debt.",SonarQube
106,S107,Longitudinal Evaluation of Open-source Software Maintainability,"We present a longitudinal study on the long-term evolution of maintainability in open-source software. Quality assessment remains at the forefront of both software research and practice, with many models and assessment methodologies Proposed and Used over time. Some of them helped create and shape standards such as ISO 9126 and 25010, which are well established today. Both describe software quality in terms of characteristics such as reliability, security or maintainability. An important body of research exists linking these characteristics with software metrics, and proposing ways to automate quality assessment by aggregating software metric values into higher-level quality models. We employ the Maintainability Index, technical debt ratio and a maintainability model based on the ARiSA Compendium. Our study covers the entire 18 year development history and all released versions for three complex, open-source applications. We determine the maintainability for each version using the Proposed models, we Compare obtained results and Use manual source code examination to put them into context. We examine the common development patterns of the target applications and study the relation between refactoring and maintainability. Finally, we study the strengths and weaknesses of each maintainability model using manual source code examination as the baseline.",Use,"Arthur-Jozsef Molnar 
Simona Motogna",Academia,"2,020.00",International Conference on Evaluation of Novel Approaches to Software Engineering,Conference,http://doi.org/10.5220/0009393501200131,"@inproceedings{Molnar_2020,
	doi = {10.5220/0009393501200131},
	url = {https://doi.org/10.5220%2F0009393501200131},
	year = 2020,
	publisher = {{SCITEPRESS} - Science and Technology Publications},
	author = {Arthur-Jozsef Molnar and Simona Motogna},
	title = {Longitudinal Evaluation of Open-source Software Maintainability},
	booktitle = {Proceedings of the 15th International Conference on Evaluation of Novel Approaches to Software Engineering}
}
","An important body of research exists linking these characteristics with software metrics, and proposing ways to automate quality assessment by aggregating software metric values into higher-level quality models. We employ the Maintainability Index, technical debt ratio and a maintainability model based on the ARiSA Compendium.","MetricsReloaded IntelliJ plugin 
VizzMaintainance Eclipse plugin."
107,S108,Towards a Model-based Fuzzy Software Quality Metrics," Code smells and Technical debt are two common notions that are often referred to for quantifying codebase
quality. Quality metrics based on such notions often reply on rigid thresholds and are insensitive to the project
unique context, such as development technologies, team size, and the desired code qualities. This challenge
often manifest itself in inadequate quantification of code qualities and potentially numerous false positives
cases. This paper presents a novel approach that formulates code quality metrics with thresholds that are
derived from software design models. This method results in metrics that, instead of adopting rigid thresholds,
formulates unique and evolving thresholds specific to each code module. This paper presents the novel
methodology and introduces some novel code quality formulas. To evaluate the Proposed formulas, we
evaluate them against open source codebase developed by experienced software engineers. The results suggest
that the Proposed methodology results in code quality quantification that provides more adequate
characterization. ",Propose,"Omar Masmali
Omar Badreddin",Academia,"2,020.00",International Conference on Model-Driven Engineering and Software Development,Conference,http://doi.org/10.5220/0008913701390148,"@inproceedings{Masmali_2020,
	doi = {10.5220/0008913701390148},
	url = {https://doi.org/10.5220%2F0008913701390148},
	year = 2020,
	publisher = {{SCITEPRESS} - Science and Technology Publications},
	author = {Omar Masmali and Omar Badreddin},
	title = {Towards a Model-based Fuzzy Software Quality Metrics},
	booktitle = {Proceedings of the 8th International Conference on Model-Driven Engineering and Software Development}
}","This paper presents a novel approach that formulates code quality metrics with thresholds that are
derived from software design models.",Understand
